-1507211.6599591267,-225722.12896778242,-116648.16096810836,494235.5954478399,57775.27435344747,91102.57838864916,86011.8635778441,1248.7988969469918,81818.79408520568,144969.1439983579,65468.724051584686,137322.0465224521,104409.22028810848,73336.04665615284,146589.1289443221
231671.07061745226,-399407.9761625285,-692748.2536624653,189400.2878797125,-92808.82175854317,-16898.3558795441,37803.24130837451,95371.95949066838,48182.610188296334,98896.42832818019,118835.64143791457,64190.30720831836,131743.47478787685,119662.07216336373,114275.368015316
-216858.09529749872,-784156.00774807,449235.12620586064,-133013.14354798468,54590.7773001805,111033.35119498681,99047.86241889987,76397.72545883135,95436.49946443789,111474.80705091171,35466.78538838248,73385.11146495778,96712.84971696726,80527.16903864486,105581.30064425948
-1198884.222455769,1005272.8973530969,100266.38975755169,127576.36883088239,146217.23828066545,145474.42473317875,31988.637599427184,-11669.849368231644,90956.25264217393,92628.49394006978,130526.45425856611,90716.73607231662,79247.758853629,94501.14153418937,109696.90038567099
-1407003.3665905532,-674215.6510233894,193372.33145950286,100639.91123597656,269582.1113330516,152791.25665032564,186611.86684544056,175307.38933600578,105473.95512144174,119206.73466696718,122102.65766714844,104914.96466615333,75808.14946592695,68297.65399608549,61652.02914860348
1007217.8594513141,176544.4095575977,237241.2536142213,-61021.229472874,368431.65355031233,-98580.35550874125,33273.832970858915,103469.0882642746,187096.95876261982,161758.72237133863,37654.18248557653,145922.2777737416,124326.94263163414,95854.28078566727,133463.41373558488
-1632898.635296134,99134.22476740472,-582904.288534865,518992.7048068653,5756.998383665754,165784.80578921828,73136.49919843022,93570.89525522788,65714.32326757605,128882.4519820333,57101.68037139908,121776.77681894615,37052.076618985666,95962.81899709084,75407.97498176056
-7832552.251131497,-1429852.1958162743,727991.3376177365,-142635.90827969252,-226115.66477120988,117234.50272493662,193495.88988475956,64424.40164407281,99455.55732337579,120911.73292232079,79137.46926011317,100332.92798792754,105783.56520965435,95307.41291559908,43507.536467125836
2245292.901095617,502041.3936308911,-377267.11990479194,-27542.090016511873,-134829.45386608125,158806.10636245122,101335.87481742608,156821.54341012792,-27242.769021329354,174093.24178913853,127761.62788702124,134902.2968485572,131609.0422019329,65832.56302517935,83963.04095284882
-2207282.4939392353,461804.2242113678,-227773.86759228157,634.6449537007226,390105.80179410323,-55948.82340469271,135824.72630182182,39334.34694756134,108427.81102707675,146926.02675096638,165171.92452256678,84588.04004238125,94474.14792034344,133012.23777662663,95701.71589068827
-1940633.7176190864,842895.1253045741,293726.07766745845,625244.0833627845,-24150.515836702565,96905.10863944555,8645.065160796215,100123.41241034002,107784.88657389562,146512.08838072137,90715.69334253862,75741.43221192507,155031.1131666718,123506.88350595073,132444.59016750366
-259603.60877955664,219542.2899208976,312557.059934252,-156524.32293141456,7494.011243068386,81208.61374932015,144417.6979630222,155094.8373074637,85766.79128000893,-3561.7658174886574,73477.7402886993,101112.18464260256,125683.80948801959,71208.42049110729,64423.07428761311
-2711447.1177438665,-1152048.8498794555,258889.82324103388,-145417.65949508766,-171263.85119383616,206608.90731558317,201938.73760809028,33302.48974371102,93168.96624431561,144482.77765490767,121905.6397053326,112160.39621913945,56108.24377916716,62720.09389038766,130728.26609485983
1801828.1032271436,1195757.6776013395,180065.1304222132,27026.06680409521,-100363.91942809898,55826.58357518412,162630.00056538495,149105.08528121124,94862.52755491834,144116.7066419539,99492.65928720402,103494.48687483519,89780.38300641747,65271.54982213961,127353.98340721642
-3291952.92170424,-380597.53678176505,-800286.3286615284,124207.68797272388,29139.798027147404,266362.6624662195,78446.49624958953,150119.2960890215,44336.691238253974,75284.19619198042,103736.39998305925,48155.164536892495,51498.59158960749,136461.59984107816,112851.2473081117
2465541.203402169,-1023047.2649464322,46943.84340400478,34992.08436211302,-140307.26135942742,58745.88004030466,103353.7545117788,106413.51790841536,127622.81518758307,69587.96374512409,145970.19597574606,111169.50162107358,123413.45352469564,131222.65508972376,66684.55879760346
-4009263.5317657106,-56959.365163491064,-699643.0723966708,75685.46161382023,-31062.580606711494,340290.6814278999,85039.61252579535,19113.488668493683,60582.74205827606,59045.972334038604,101134.62398466517,25075.7048025398,83981.10769951704,73033.85840829843,89678.3076128018
2989441.3825537004,821216.2204837693,477095.29519692564,278840.50716907356,191702.6987195357,118050.52518862253,78384.82990505037,131921.66584275564,96433.01585801326,115250.80463013615,81310.26142616721,145418.73091639538,136247.1658308623,84134.32956652876,145460.84288187342
1567035.9180505313,-470422.4977056716,224746.85587433176,138109.92617257364,52384.29312871171,183519.41449900367,229902.94628255125,-25810.0334620641,96981.07194816164,103195.68355923712,38110.52014864704,134684.55742762878,116211.48117381669,86964.9266799048,143146.0501711137
-2136860.3235890605,908702.5779791502,-79350.88642739275,275824.31125134166,-42729.93626836737,89842.21420631229,195234.40185041315,122531.97696928927,27972.38798494632,65998.62768577567,77541.98914575145,68111.92528605722,53888.509690580526,36099.55112678254,112353.58461548323
3205635.8343770793,1138084.526633978,-250896.29185974487,242067.52881535087,305126.85977637843,106454.48804149874,155765.39063596659,113633.13605556768,58044.05090810826,114307.12897174654,119428.29317447873,92192.40571465461,65216.12538398977,79816.57471561027,72918.95011041834
-8409645.573251273,-991995.1162782671,-771568.1395798193,167606.96022219793,200498.50635479507,216278.5399666789,18860.64213150088,63661.9505661311,28143.21220533711,178611.86972258362,111349.95120338409,88260.47752471143,129828.93356061273,99375.05696741752,99225.24801660162
2203077.542096182,475895.96708065626,-157359.19698244263,-48771.55235802304,42598.97423786681,17963.876774424025,111651.13233401878,134703.508376445,90412.82147115632,135341.9998245739,99870.46119558087,108889.48921235945,116536.11370377571,111619.352471064,125908.24174768818
-4992232.375218736,654328.9273816881,-257462.97699285625,196489.23939200796,92771.54859676212,12281.433779854811,112303.27898999902,161889.12175922174,80721.86155593066,35565.47123942532,126516.05560025052,142693.32769263288,73966.52755690609,99197.97121745789,114005.40788577916
4556992.041639599,-1122025.5742803516,-140038.2547960903,255827.44663471123,-82132.28974122912,137772.88602733627,-8043.32628174577,92428.92083849327,120108.07136702382,156651.00336512708,92248.66120510451,104978.86966221323,72221.5636837379,94252.38042330314,90455.16815911725
